id,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
tr8053,28,37359,11,99999,0,50
tr8054,24,178255,10,0,0,40
tr8055,30,70617,14,0,0,10
tr8056,30,154950,10,15024,0,60
tr8057,40,356934,12,0,0,40
tr8058,27,271714,10,0,0,30
tr8059,26,247025,9,0,0,44
tr8060,32,107417,9,0,0,37
tr8061,36,116554,13,0,0,40
tr8062,26,917220,8,0,0,40
tr8063,25,430084,10,0,0,40
tr8064,39,202937,10,0,0,40
tr8065,27,62737,11,0,0,40
tr8066,24,508548,9,0,0,50
tr8067,38,275223,13,7688,0,40
tr8068,35,381931,9,0,0,55
tr8069,29,246974,11,0,0,40
tr8070,49,105431,9,0,0,40
tr8071,36,146311,5,0,0,40
tr8072,47,159869,16,0,0,50
tr8073,21,204641,10,0,0,40
tr8074,35,66297,13,0,0,40
tr8075,38,227615,2,0,0,40
tr8076,66,107744,10,0,0,40
tr8077,45,360393,14,0,1902,50
tr8078,19,263340,10,0,0,15
tr8079,18,141918,9,0,0,22
tr8080,37,294292,15,0,0,40
tr8081,49,128736,13,0,0,40
tr8082,33,511289,11,0,0,48
tr8083,27,302406,10,0,0,40
tr8084,34,101517,10,0,0,35
tr8085,54,161334,14,0,0,40
tr8086,24,189148,10,0,0,40
tr8087,44,103111,15,0,0,60
tr8088,48,51620,13,0,0,50
tr8089,23,31606,9,0,0,40
tr8090,29,34292,9,0,0,38
tr8091,21,107882,12,0,0,9
tr8092,18,39529,8,0,0,32
tr8093,18,135315,5,0,0,32
tr8094,29,107812,9,0,0,40
tr8095,29,229729,9,0,0,40
tr8096,41,111891,9,0,0,40
tr8097,32,340917,9,0,0,40
tr8098,61,202952,6,0,0,24
tr8099,79,333230,9,0,0,6
tr8100,34,114955,12,0,0,40
tr8101,46,159869,13,0,0,40
tr8102,50,57758,11,0,0,60
tr8103,29,207064,9,0,0,40
tr8104,23,193090,10,3674,0,40
tr8105,64,151364,10,0,0,40
tr8106,70,88638,14,7896,0,50
tr8107,28,304960,12,0,1980,40
tr8108,51,102828,11,0,0,40
tr8109,20,210029,10,0,0,40
tr8110,34,154246,13,4865,0,55
tr8111,29,142519,9,0,0,40
tr8112,49,104455,13,0,0,40
tr8113,77,192230,10,0,0,40
tr8114,32,292592,9,0,0,35
tr8115,27,330132,13,0,0,40
tr8116,22,51111,10,0,0,40
tr8117,35,258037,9,0,0,40
tr8118,42,188291,13,0,1902,40
tr8119,35,349066,9,0,0,40
tr8120,62,191188,9,0,0,40
tr8121,33,133503,9,2635,0,16
tr8122,45,146497,10,0,0,55
tr8123,19,240468,10,0,1602,40
tr8124,38,175120,9,0,0,40
tr8125,26,416577,9,0,0,45
tr8126,29,253814,13,0,0,45
tr8127,33,159247,13,0,0,40
tr8128,42,213464,10,0,0,40
tr8129,20,211968,11,0,0,20
tr8130,43,32016,14,0,0,40
tr8131,69,512992,7,0,0,45
tr8132,39,135020,9,0,0,40
tr8133,37,109133,9,0,0,40
tr8134,28,142712,10,0,0,40
tr8135,26,76900,13,0,0,40
tr8136,32,112176,10,0,0,30
tr8137,43,262233,13,0,0,40
tr8138,49,122066,9,0,0,30
tr8139,28,194690,4,0,0,60
tr8140,35,306678,9,2885,0,40
tr8141,19,217769,10,594,0,10
tr8142,35,308945,9,0,0,40
tr8143,57,46699,9,0,0,40
tr8144,45,377757,5,0,0,40
tr8145,23,220993,9,0,1590,48
tr8146,45,102147,9,0,0,40
tr8147,42,113770,9,0,0,40
tr8148,35,139012,13,0,0,40
tr8149,45,148900,13,0,0,50
tr8150,28,329426,13,0,0,40
tr8151,64,181408,11,0,0,10
tr8152,44,101950,15,0,0,40
tr8153,59,32537,9,0,0,40
tr8154,41,209547,9,0,0,40
tr8155,21,202373,10,0,0,25
tr8156,29,151476,11,2174,0,40
tr8157,51,174824,9,8614,0,40
tr8158,22,138768,9,0,0,40
tr8159,49,143482,9,0,0,40
tr8160,53,200190,12,0,0,80
tr8161,38,168407,10,5721,0,44
tr8162,23,148315,10,0,0,40
tr8163,20,270517,9,0,0,40
tr8164,40,53506,13,0,0,40
tr8165,25,105693,13,0,0,40
tr8166,20,164574,9,0,0,30
tr8167,37,185744,9,0,0,20
tr8168,40,33155,9,0,0,40
tr8169,28,215955,13,3103,0,40
tr8170,38,233571,9,0,0,40
tr8171,42,211253,13,0,0,40
tr8172,32,191385,12,2174,0,40
tr8173,20,137895,9,0,0,45
tr8174,62,159699,13,0,0,38
tr8175,31,295922,10,0,0,40
tr8176,31,175856,9,0,0,60
tr8177,24,216129,9,0,0,40
tr8178,62,407669,4,0,0,35
tr8179,43,214242,10,0,0,40
tr8180,21,285457,10,0,0,50
tr8181,30,124420,9,4650,0,40
tr8182,22,246386,9,0,0,40
tr8183,18,142751,6,0,0,40
tr8184,59,283635,14,0,0,40
tr8185,24,322931,4,0,1902,40
tr8186,49,76482,9,0,0,40
tr8187,19,431745,7,0,0,30
tr8188,48,141944,9,4386,0,40
tr8189,32,193042,15,15024,0,60
tr8190,33,67006,6,0,0,45
tr8191,33,182714,15,0,0,65
tr8192,50,172046,10,0,0,40
tr8193,30,185177,13,0,0,43
tr8194,32,102858,12,0,2002,42
tr8195,39,84954,10,2829,0,65
tr8196,21,115895,10,0,0,20
tr8197,23,184589,13,0,0,21
tr8198,57,218649,9,0,0,40
tr8199,22,157541,10,0,0,10
tr8200,70,145419,9,0,0,5
tr8201,34,122616,10,0,0,84
tr8202,53,204584,14,0,0,40
tr8203,21,117210,10,0,0,45
tr8204,37,69481,9,0,0,40
tr8205,23,106957,7,14344,0,40
tr8206,32,29312,6,0,0,80
tr8207,57,120302,9,0,0,40
tr8208,65,111916,9,0,0,40
tr8209,25,182227,10,0,0,30
tr8210,30,219110,9,0,0,46
tr8211,31,200192,9,0,0,40
tr8212,19,427862,10,0,0,35
tr8213,23,33551,13,0,0,38
tr8214,44,164043,9,0,0,40
tr8215,43,116632,10,0,0,45
tr8216,42,175133,10,0,0,40
tr8217,34,289731,7,0,0,40
tr8218,32,256362,9,0,0,40
tr8219,25,282612,11,0,0,40
tr8220,21,73679,10,0,0,40
tr8221,31,237824,9,0,0,60
tr8222,36,357720,11,0,0,40
tr8223,49,155489,10,0,0,65
tr8224,44,138077,13,0,0,32
tr8225,42,183479,11,0,0,40
tr8226,30,103596,9,0,0,99
tr8227,33,172304,6,0,0,40
tr8228,36,313853,13,0,0,45
tr8229,17,294485,6,0,0,30
tr8230,20,637080,10,0,0,25
tr8231,32,385959,9,0,0,50
tr8232,33,116539,9,0,0,40
tr8233,37,129263,10,0,0,60
tr8234,60,141253,6,0,0,48
tr8235,35,35626,10,0,0,15
tr8236,43,94937,13,0,0,40
tr8237,29,169544,9,5178,0,40
tr8238,36,214604,13,0,0,42
tr8239,27,81540,9,0,0,40
tr8240,50,24013,10,0,0,84
tr8241,22,124940,10,0,0,44
tr8242,33,313729,14,0,0,60
tr8243,61,192237,6,0,0,40
tr8244,28,168524,11,0,0,40
tr8245,41,113324,11,0,0,70
tr8246,22,215477,10,0,0,40
tr8247,27,199903,13,0,0,40
tr8248,25,431861,9,0,0,40
tr8249,32,105938,9,0,1602,20
tr8250,28,274679,14,0,0,50
tr8251,28,206125,10,0,0,40
tr8252,37,221740,13,0,0,30
tr8253,58,202652,9,0,0,37
tr8254,39,348960,9,0,0,40
tr8255,33,171876,10,0,0,40
tr8256,59,157932,6,0,0,40
tr8257,58,201344,13,0,0,20
tr8258,38,354739,11,0,0,36
tr8259,34,40067,10,0,0,40
tr8260,31,326862,10,0,0,40
tr8261,48,189762,9,0,0,40
tr8262,65,149049,9,0,0,40
tr8263,45,226246,9,0,0,50
tr8264,80,29020,15,10605,0,10
tr8265,23,38251,9,0,0,40
tr8266,33,196385,14,0,0,37
tr8267,38,217054,10,0,0,40
tr8268,44,104973,14,0,0,40
tr8269,48,238959,14,9562,0,40
tr8270,40,34218,9,0,0,40
tr8271,19,292962,9,0,0,40
tr8272,45,235924,13,0,0,40
tr8273,34,98656,10,0,0,40
tr8274,70,102610,10,0,0,80
tr8275,32,296466,14,0,0,60
tr8276,33,323069,11,0,0,40
tr8277,24,184756,13,0,0,40
tr8278,30,233993,13,0,0,15
tr8279,22,130724,10,0,0,25
tr8280,52,181855,15,99999,0,65
tr8281,67,127543,6,2414,0,80
tr8282,40,187164,9,0,1672,45
tr8283,55,113912,11,0,0,20
tr8284,29,216479,9,0,0,40
tr8285,62,135480,9,0,0,16
tr8286,22,204160,9,0,0,40
tr8287,64,114650,5,0,0,40
tr8288,29,240172,13,0,0,50
tr8289,28,184831,10,0,0,40
tr8290,25,124590,9,0,0,40
tr8291,47,120429,16,15024,0,50
tr8292,26,202033,13,0,0,40
tr8293,18,156874,8,0,0,27
tr8294,52,177727,6,4064,0,45
tr8295,48,334409,13,0,0,50
tr8296,36,311255,9,0,0,40
tr8297,23,214227,11,0,0,30
tr8298,41,115849,9,0,0,40
tr8299,56,671292,9,0,0,38
tr8300,53,31460,9,0,0,40
tr8301,26,141824,10,0,0,40
tr8302,22,310152,10,3325,0,40
tr8303,25,179953,14,2597,0,31
tr8304,31,137952,10,0,0,40
tr8305,36,103323,12,2829,0,40
tr8306,46,174426,10,0,0,40
tr8307,46,192779,12,0,2258,38
tr8308,32,169955,10,0,0,36
tr8309,43,48087,9,0,0,60
tr8310,30,132601,13,99999,0,50
tr8311,41,253060,13,7688,0,45
tr8312,50,108435,14,99999,0,60
tr8313,37,210452,14,0,0,38
tr8314,22,134181,9,0,0,50
tr8315,51,45487,9,0,0,80
tr8316,47,183522,10,0,0,40
tr8317,40,199303,9,0,0,40
tr8318,46,83064,10,0,0,40
tr8319,23,134997,10,0,0,20
tr8320,30,44419,10,0,0,40
tr8321,27,442612,9,0,0,65
tr8322,31,158092,10,0,0,35
tr8323,31,374833,2,0,0,40
tr8324,30,112650,9,0,0,40
tr8325,50,183390,13,0,0,40
tr8326,27,207418,13,0,0,50
tr8327,22,335453,10,0,0,16
tr8328,29,243660,9,0,0,50
tr8329,28,54243,9,0,0,60
tr8330,54,50385,13,0,0,45
tr8331,47,187581,11,0,0,48
tr8332,34,37380,9,0,0,40
tr8333,26,247025,10,0,0,40
tr8334,53,29231,4,0,0,35
tr8335,23,101094,10,0,0,60
tr8336,42,176716,14,0,0,40
tr8337,36,118429,9,0,0,50
tr8338,52,221532,13,0,0,45
tr8339,22,120572,10,0,0,40
tr8340,27,124680,14,0,0,40
tr8341,42,153160,9,0,0,40
tr8342,39,114678,9,5455,0,40
tr8343,49,142856,9,0,0,40
tr8344,36,29702,9,7688,0,40
tr8345,20,277700,1,0,0,32
tr8346,55,67433,9,0,0,60
tr8347,47,121124,5,0,0,40
tr8348,33,394447,14,0,0,33
tr8349,36,79649,10,0,0,40
tr8350,39,203763,16,0,0,80
tr8351,55,229029,13,15024,0,48
tr8352,21,494638,12,0,0,15
tr8353,48,162816,12,0,0,45
tr8354,30,109117,11,0,0,45
tr8355,24,32732,9,0,0,50
tr8356,57,217692,9,0,0,38
tr8357,20,34590,10,0,0,60
tr8358,18,276864,10,0,1602,20
tr8359,56,168625,9,4101,0,40
tr8360,36,91037,9,0,0,40
tr8361,44,171484,6,0,0,40
tr8362,57,200453,9,15024,0,40
tr8363,33,198211,9,0,0,40
tr8364,61,30475,4,0,0,40
tr8365,39,70995,13,15024,0,99
tr8366,28,245790,9,0,0,40
tr8367,31,273324,10,0,1721,16
tr8368,60,182687,12,0,0,40
tr8369,36,247807,11,0,0,40
tr8370,58,163113,9,0,0,35
tr8371,50,180522,10,0,0,38
tr8372,23,203353,13,0,0,12
tr8373,30,87469,9,0,0,40
tr8374,20,216563,7,0,0,40
tr8375,90,87372,15,20051,0,72
tr8376,49,173584,13,0,0,50
tr8377,47,80282,13,3137,0,40
tr8378,34,319854,16,0,0,40
tr8379,37,408229,9,0,0,40
tr8380,25,431307,6,0,0,50
tr8381,37,134088,12,0,0,40
tr8382,47,246396,9,0,0,40
tr8383,34,159255,9,0,0,60
tr8384,35,186934,9,7688,0,50
tr8385,39,120130,10,0,0,40
tr8386,32,203849,4,0,0,19
tr8387,24,207940,9,0,0,30
tr8388,28,302406,15,0,0,60
tr8389,41,144594,4,0,2179,40
tr8390,69,171050,9,0,0,9
tr8391,32,459007,9,0,0,90
tr8392,58,372181,9,0,0,40
tr8393,47,172034,9,0,0,75
tr8394,41,156566,13,4386,0,50
tr8395,35,338320,9,0,0,50
tr8396,24,353696,10,0,0,20
tr8397,46,342907,9,0,0,60
tr8398,69,169717,13,6418,0,45
tr8399,22,103762,13,0,0,40
tr8400,36,47570,14,0,0,40
tr8401,31,119432,13,0,0,40
tr8402,23,144165,13,0,0,30
tr8403,35,180647,10,0,0,40
tr8404,35,150488,13,0,0,40
tr8405,18,200876,7,0,0,16
tr8406,43,188199,5,0,0,40
tr8407,53,118793,9,0,0,40
tr8408,54,204325,10,0,0,52
tr8409,29,256671,9,0,0,40
tr8410,46,231515,12,0,0,47
tr8411,24,100669,10,0,0,30
tr8412,30,88913,10,0,0,40
tr8413,23,363219,10,0,0,6
tr8414,27,291547,13,0,0,6
tr8415,36,308945,9,0,0,40
tr8416,38,100316,13,0,0,35
tr8417,33,296453,14,0,0,15
tr8418,66,298834,10,0,0,40
tr8419,45,188694,9,0,0,40
tr8420,68,29240,9,0,0,12
tr8421,37,186934,9,15024,0,60
tr8422,17,154908,6,0,0,10
tr8423,31,22201,9,0,0,40
tr8424,46,216999,13,0,0,55
tr8425,40,186916,13,0,0,40
tr8426,34,116677,10,0,0,40
tr8427,42,266710,10,0,0,41
tr8428,46,117849,14,0,0,55
tr8429,30,242460,9,0,0,50
tr8430,33,202729,13,0,0,40
tr8431,47,181652,9,0,0,40
tr8432,57,174760,12,0,0,40
tr8433,34,56121,7,0,0,40
tr8434,40,390369,9,0,0,40
tr8435,33,149726,9,0,0,40
tr8436,22,51262,9,0,0,40
tr8437,29,190350,8,0,0,35
tr8438,53,205288,9,7688,0,35
tr8439,36,154835,9,0,0,40
tr8440,45,89028,9,10520,0,40
tr8441,36,194630,10,0,0,40
tr8442,18,212207,9,0,0,11
tr8443,27,204788,9,0,0,40
tr8444,30,158688,9,0,0,40
tr8445,36,193026,13,0,0,40
tr8446,36,257250,4,0,0,75
tr8447,48,355978,14,0,0,40
tr8448,41,200574,15,0,1977,60
tr8449,21,376929,3,0,0,40
tr8450,47,123219,14,0,0,38
tr8451,41,82778,2,0,0,40
tr8452,61,115882,2,0,0,20
tr8453,64,103021,4,0,0,40
tr8454,35,297767,10,0,0,40
tr8455,44,259479,9,0,0,50
tr8456,20,167787,10,0,0,20
tr8457,52,245275,6,0,0,35
tr8458,43,37402,14,0,0,25
tr8459,32,103608,13,0,0,40
tr8460,63,137192,13,0,0,40
tr8461,29,137618,10,0,0,41
tr8462,42,96509,10,0,0,60
tr8463,65,196174,6,0,0,28
tr8464,24,172612,9,0,0,40
tr8465,42,141186,10,0,0,40
tr8466,35,228190,9,0,0,40
tr8467,40,190290,13,0,0,40
tr8468,38,307404,10,0,0,40
tr8469,26,152436,9,0,0,50
tr8470,46,182541,9,0,1672,50
tr8471,39,282153,10,0,0,20
tr8472,29,41281,13,0,0,50
tr8473,42,162003,16,0,0,36
tr8474,36,190759,13,0,0,45
tr8475,26,208122,10,0,0,45
tr8476,57,173832,13,0,1902,40
tr8477,55,129173,9,0,0,40
tr8478,35,287548,10,0,0,55
tr8479,41,216116,9,0,0,40
tr8480,24,146706,10,0,0,30
tr8481,47,285200,9,0,0,40
tr8482,34,314375,10,0,0,60
tr8483,44,203943,13,0,0,35
tr8484,18,274746,9,0,0,20
tr8485,27,517000,13,0,0,35
tr8486,36,66173,13,0,0,50
tr8487,21,182823,13,0,0,30
tr8488,29,159479,9,0,0,55
tr8489,25,135568,9,0,0,40
tr8490,45,201699,11,0,0,40
tr8491,28,96020,13,0,0,50
tr8492,47,47496,9,0,0,42
tr8493,20,187158,10,0,0,15
tr8494,22,249727,10,0,0,20
tr8495,76,237624,4,0,0,10
tr8496,24,175254,10,0,0,40
tr8497,54,42924,10,0,0,50
tr8498,30,205950,10,0,0,40
tr8499,33,111985,10,0,0,58
tr8500,30,167476,10,0,0,50
tr8501,40,221172,12,0,0,50
tr8502,27,188711,10,0,0,30
tr8503,49,199448,11,0,0,40
tr8504,30,313038,9,0,0,40
tr8505,22,148431,9,0,0,40
tr8506,19,112432,9,0,0,58
tr8507,46,57914,9,0,0,40
tr8508,51,145166,9,0,0,50
tr8509,56,247119,4,0,0,40
tr8510,53,196278,10,0,0,40
tr8511,60,366531,11,0,0,40
tr8512,27,216481,13,0,0,40
tr8513,46,188027,10,0,0,45
tr8514,37,66686,9,0,0,40
tr8515,41,74775,13,0,0,30
tr8516,65,325537,11,0,0,50
tr8517,30,250499,10,0,0,55
tr8518,57,192869,9,0,0,72
tr8519,44,121352,10,0,0,50
tr8520,32,70985,9,4064,0,40
tr8521,27,123116,9,0,0,40
tr8522,57,339163,10,0,0,40
tr8523,59,124771,13,0,0,30
tr8524,32,167531,15,15024,0,50
tr8525,90,77053,9,0,4356,40
tr8526,22,199266,13,0,0,30
tr8527,39,190728,9,0,0,40
tr8528,38,421446,13,0,0,50
tr8529,61,215944,5,0,0,25
tr8530,24,72310,10,0,0,43
tr8531,25,57512,10,0,0,45
tr8532,44,89413,11,0,0,40
tr8533,55,28151,9,0,0,40
tr8534,90,46786,13,9386,0,15
tr8535,30,226943,9,0,0,35
tr8536,44,182402,9,0,0,40
tr8537,36,305352,6,0,0,40
tr8538,63,189253,10,0,0,45
tr8539,60,296485,3,0,0,40
tr8540,34,204375,15,0,0,60
tr8541,49,249585,7,0,0,65
tr8542,47,148995,14,0,0,65
tr8543,42,168071,9,0,0,43
tr8544,53,194995,3,0,0,45
tr8545,23,211049,10,4101,0,40
tr8546,28,196630,11,0,0,40
tr8547,43,177905,9,3908,0,40
tr8548,32,204374,15,0,1977,60
tr8549,43,60001,13,0,0,44
tr8550,31,223046,9,0,0,60
tr8551,29,44921,9,0,0,40
tr8552,24,154571,10,0,0,20
tr8553,39,67136,11,0,0,40
tr8554,20,390817,3,0,0,25
tr8555,23,145964,10,0,0,40
tr8556,42,30424,7,0,0,38
tr8557,53,548361,9,0,0,40
tr8558,20,189148,9,0,0,48
tr8559,58,266707,2,0,2179,18
tr8560,51,311569,9,0,0,40
tr8561,25,187653,9,0,0,48
tr8562,38,235379,12,0,0,36
tr8563,41,188615,10,0,0,40
tr8564,58,322691,13,0,0,40
tr8565,25,184698,6,0,0,40
tr8566,50,144361,9,0,0,40
tr8567,32,130057,13,0,0,45
tr8568,31,117963,16,0,0,40
tr8569,22,123876,10,0,0,20
tr8570,37,248445,9,0,0,40
tr8571,32,207172,10,0,0,40
tr8572,46,119904,15,0,1564,55
tr8573,62,134768,9,0,0,40
tr8574,40,269168,9,0,0,40
tr8575,56,132026,13,7688,0,45
tr8576,37,60722,10,0,0,40
tr8577,41,648223,2,0,0,40
tr8578,56,298695,4,0,0,48
tr8579,20,219835,10,0,0,30
tr8580,34,313729,13,0,0,60
tr8581,45,140644,9,0,0,50
tr8582,30,203488,10,0,0,40
tr8583,51,132341,9,0,0,45
tr8584,27,161683,7,0,0,42
tr8585,38,312771,11,0,0,40
tr8586,39,258102,10,0,0,50
tr8587,57,24127,13,0,0,8
tr8588,47,254367,10,0,0,50
tr8589,77,185426,9,0,0,15
tr8590,43,152629,9,0,0,40
tr8591,46,141058,9,0,0,65
tr8592,41,233130,10,0,0,40
tr8593,20,406641,9,0,0,30
tr8594,30,119422,6,0,0,40
tr8595,30,255486,9,0,0,25
tr8596,22,161532,10,0,0,35
tr8597,25,75759,9,0,0,44
tr8598,18,163332,9,0,0,22
tr8599,28,103802,13,0,1408,40
tr8600,50,34832,13,15024,0,40
tr8601,28,37933,9,0,0,48
tr8602,21,165107,10,0,0,40
tr8603,37,126011,11,0,0,40
tr8604,28,56651,13,0,0,40
tr8605,23,522881,3,0,0,35
tr8606,32,191777,11,0,0,35
tr8607,27,132686,8,0,0,50
tr8608,55,201112,9,0,0,40
tr8609,44,174283,9,0,0,40
tr8610,25,208591,13,0,0,40
tr8611,29,126399,9,0,0,32
tr8612,50,142073,9,0,0,55
tr8613,18,395567,9,0,0,40
tr8614,74,180455,13,0,0,8
tr8615,22,235853,5,0,0,40
tr8616,27,160731,13,0,0,40
tr8617,27,31935,10,0,0,80
tr8618,41,35166,15,15024,0,50
tr8619,24,161092,10,7298,0,40
tr8620,23,223019,9,0,0,40
tr8621,34,179673,15,7688,0,60
tr8622,46,248895,13,0,0,40
tr8623,32,200323,15,0,0,60
tr8624,41,230020,9,0,0,40
tr8625,29,134890,11,0,0,40
tr8626,48,162096,5,0,0,45
tr8627,51,103824,9,0,0,40
tr8628,34,61431,8,0,0,40
tr8629,58,197319,13,0,0,45
tr8630,52,183618,9,0,0,40
tr8631,37,268598,13,7298,0,50
tr8632,53,263729,10,0,0,40
tr8633,54,39493,11,0,0,20
tr8634,36,185360,9,0,0,60
tr8635,25,132661,11,0,0,60
tr8636,20,266400,10,0,0,48
tr8637,23,433669,12,0,0,40
tr8638,39,216473,13,0,0,60
tr8639,20,217404,6,0,0,40
tr8640,28,227778,11,0,0,40
tr8641,73,96262,9,0,0,40
tr8642,67,247566,9,0,0,24
tr8643,56,139616,13,0,0,45
tr8644,32,73585,11,0,0,40
tr8645,42,37869,10,0,1590,40
tr8646,33,165814,9,0,0,40
tr8647,37,108913,9,0,0,40
tr8648,33,34975,10,0,0,45
tr8649,31,157078,6,0,0,40
tr8650,59,232672,14,0,0,40
tr8651,21,294295,9,0,0,40
tr8652,58,130454,10,0,0,50
tr8653,24,461678,6,0,0,40
tr8654,26,252284,10,0,0,40
tr8655,26,256737,7,0,0,40
tr8656,33,96480,14,0,0,40
tr8657,25,234263,13,0,0,40
tr8658,21,109952,6,0,0,50
tr8659,24,262570,9,0,0,40
tr8660,39,65716,12,0,0,40
tr8661,68,201732,10,0,0,40
tr8662,66,174788,10,0,0,20
tr8663,38,278924,13,0,0,40
tr8664,41,101593,14,0,0,50
tr8665,71,193863,4,0,0,16
tr8666,37,342768,9,0,0,40
tr8667,54,242606,14,4386,0,45
tr8668,27,176727,13,0,0,40
tr8669,49,99179,13,0,0,40
tr8670,19,354104,10,0,0,10
tr8671,25,61956,10,0,0,50
tr8672,47,137917,10,0,0,40
tr8673,40,224658,10,0,0,40
tr8674,38,51100,13,3325,0,40
tr8675,25,224361,9,0,0,40
tr8676,25,362912,10,0,0,50
tr8677,23,218782,6,0,0,40
tr8678,28,103389,14,0,0,40
tr8679,29,308944,9,0,0,40
tr8680,32,140092,7,0,0,40
tr8681,34,202210,9,0,0,40
tr8682,52,416059,13,0,0,40
tr8683,33,281030,9,0,0,94
tr8684,19,169758,10,0,0,35
tr8685,68,193666,16,20051,0,55
tr8686,41,139907,6,0,0,50
tr8687,18,119422,9,0,0,30
tr8688,29,149324,10,0,1485,40
tr8689,40,259307,14,0,0,50
tr8690,51,74160,14,0,0,60
tr8691,49,134797,10,0,0,40
tr8692,20,41103,10,0,0,20
tr8693,38,193026,9,0,0,50
tr8694,57,303986,3,0,0,40
tr8695,35,126569,10,4064,0,40
tr8696,27,61387,13,0,0,15
tr8697,25,254746,11,0,0,40
tr8698,77,28678,14,9386,0,6
tr8699,19,180976,6,0,0,35
tr8700,70,282642,9,0,2174,40
tr8701,25,131463,13,0,0,40
tr8702,44,177240,15,10520,0,40
tr8703,75,260543,6,0,0,1
tr8704,21,80680,9,0,0,40
tr8705,21,20728,9,4101,0,40
tr8706,47,117628,9,0,0,40
tr8707,20,91939,9,0,1721,30
tr8708,32,175931,9,0,0,40
tr8709,53,123703,9,0,0,40
tr8710,19,369678,9,0,0,30
tr8711,58,29928,10,0,0,36
tr8712,23,235894,7,0,0,55
tr8713,36,111545,9,0,0,70
tr8714,39,175972,10,0,0,15
tr8715,34,254270,13,0,0,40
tr8716,41,185057,14,0,0,40
tr8717,72,157593,13,1455,0,6
tr8718,34,101345,9,0,0,40
tr8719,51,176751,13,0,1902,40
tr8720,32,97723,11,0,0,40
tr8721,38,127601,10,0,0,40
tr8722,37,227597,10,0,0,40
tr8723,21,143995,10,0,0,20
tr8724,21,250051,10,0,0,10
tr8725,26,284078,10,0,0,40
tr8726,34,207668,10,0,1887,40
tr8727,18,163787,10,0,0,15
tr8728,27,119170,7,0,0,45
tr8729,20,188612,10,0,0,38
tr8730,36,114605,11,0,0,40
tr8731,31,317761,13,0,0,40
tr8732,32,164197,13,0,0,60
tr8733,54,329266,9,0,0,44
tr8734,34,207383,14,0,0,40
tr8735,46,123598,10,0,0,48
tr8736,33,259931,7,0,0,30
tr8737,32,134737,13,99999,0,50
tr8738,42,106900,11,0,0,40
tr8739,30,87054,9,0,0,50
tr8740,37,82622,10,0,0,40
tr8741,28,181659,9,0,0,40
tr8742,25,321205,13,4101,0,35
tr8743,44,231348,10,0,0,40
tr8744,40,276096,9,0,0,40
tr8745,21,307315,10,0,0,40
tr8746,39,99156,16,0,0,50
tr8747,24,237928,13,0,0,39
tr8748,46,153501,9,0,0,40
tr8749,47,149700,13,0,0,36
tr8750,47,189680,13,0,1977,40
tr8751,35,374524,15,0,0,75
tr8752,60,127805,4,0,0,40
tr8753,35,150217,13,0,0,24
tr8754,33,295649,9,0,0,40
tr8755,21,197182,12,0,0,40
tr8756,37,241998,13,0,0,50
tr8757,48,156410,9,0,0,50
tr8758,58,473836,4,0,0,45
tr8759,21,198431,9,0,0,40
tr8760,22,113936,9,0,0,40
tr8761,22,318915,9,0,0,40
tr8762,28,175406,14,0,0,30
tr8763,33,193172,11,7688,0,50
tr8764,23,320294,9,0,0,40
tr8765,58,400285,9,0,0,40
tr8766,24,283731,13,0,0,40
tr8767,38,227154,13,0,0,40
tr8768,49,298659,9,0,0,15
tr8769,47,212120,13,0,0,45
tr8770,50,320510,13,0,1902,40
tr8771,21,175800,9,0,0,55
tr8772,55,170169,9,0,0,40
tr8773,47,344157,7,0,0,40
tr8774,47,225456,9,0,0,50
tr8775,36,61178,7,0,0,40
tr8776,28,175262,12,0,2002,40
tr8777,42,152568,9,0,0,40
tr8778,41,182108,14,27828,0,35
tr8779,46,273771,13,99999,0,40
tr8780,32,208291,9,0,0,50
tr8781,34,224358,6,0,0,40
tr8782,33,55176,4,0,0,40
tr8783,60,152711,13,0,0,40
tr8784,53,68684,9,0,0,40
tr8785,24,185452,13,0,0,50
tr8786,39,175232,10,0,1977,60
tr8787,23,173851,10,0,0,40
tr8788,50,162327,13,0,1902,50
tr8789,36,51424,9,0,0,40
tr8790,19,123416,8,1055,0,40
tr8791,26,262656,9,0,0,40
tr8792,38,233194,9,0,0,40
tr8793,22,151105,10,0,0,18
tr8794,38,179117,12,10520,0,50
tr8795,72,33608,10,9386,0,30
tr8796,39,317434,9,0,0,40
tr8797,35,126569,9,7298,0,40
tr8798,38,745768,10,0,0,45
tr8799,19,69927,9,0,0,16
tr8800,26,302603,9,0,0,45
tr8801,52,46788,13,0,0,25
tr8802,41,289886,3,0,1579,40
tr8803,45,179135,9,0,0,40
tr8804,58,175873,10,0,0,40
tr8805,34,57426,13,0,0,45
tr8806,36,312206,9,0,0,40
tr8807,19,344858,9,0,0,20
tr8808,26,177035,7,0,0,40
tr8809,60,88055,6,0,0,40
tr8810,35,111095,9,0,0,50
tr8811,39,192251,6,0,0,60
tr8812,27,29807,9,0,0,40
tr8813,26,211596,14,0,0,40
tr8814,17,268276,8,0,0,12
tr8815,59,181070,9,0,0,40
tr8816,53,20676,9,0,0,48
tr8817,35,115803,7,0,0,40
tr8818,34,124827,10,0,0,40
tr8819,36,95336,9,0,0,45
tr8820,36,257942,9,0,0,40
tr8821,21,72593,9,0,0,40
tr8822,29,147340,10,0,0,40
